date,cause,source,location,substance,volume,volume_units
1/16/2011,Operator Error,Gas Well,Grande Prairie,Salt/Produced Water,3,m3
8/2/2011,Operator Error,Suspended Well,Grande Prairie,Gasoline,0.1,m3
10/16/2009,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Salt/Produced Water,2,m3
11/9/2003,Operator Error,Natural Gas Pipeline,GRANDE PRAIRIE,Gas Production (Raw),10,103m3
1/18/2009,Operator Error,Suspended Well,Bonnyville,Gas Production (Raw),0.2,103m3
4/22/2003,Equipment Failure,Other Injection/Disposal,BONNYVILLE,Salt/Produced Water,60,m3
4/28/2003,Operator Error,Other Injection/Disposal,BONNYVILLE,Salt/Produced Water,17,m3
12/21/2005,Equipment Failure,Compressor Station,Bonnyville,Salt/Produced Water,70,m3
8/28/2005,Equipment Failure,Compressor Station,Bonnyville,Salt/Produced Water,0.5,m3
5/2/2011,Equipment Failure,Gas Well,Bonnyville,Fuel Gas,0.1,103m3
4/30/2006,Equipment Failure,Gas Well,Bonnyville,Gas Production (Raw),3,103m3
7/9/2003,Equipment Failure,Natural Gas Pipeline,BONNYVILLE,Gas Production (Raw),10,103m3
7/29/2008,Equipment Failure,Natural Gas Pipeline,Bonnyville,Salt/Produced Water,1,m3
8/14/2007,Equipment Failure,Natural Gas Pipeline,Bonnyville,Salt/Produced Water,2,m3
1/23/2008,Operator Error,Drilling Well,Bonnyville,Gas Production (Raw),155,103m3
10/24/2005,Equipment Failure,Natural Gas Pipeline,Bonnyville,Salt/Produced Water,0.5,m3
4/28/2009,Equipment Failure,Gas Well,St. Albert,Gas Production (Marketable),0.1,103m3
5/11/2007,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),1,103m3
11/5/2009,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.5,103m3
5/9/2011,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
12/10/2004,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.3,103m3
4/22/2003,Equipment Failure,Natural Gas Pipeline,ST. ALBERT,Gas Production (Raw),0.1,103m3
1/22/2005,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
5/7/2007,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
12/8/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.5,m3
10/20/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
7/9/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.7,m3
7/6/2011,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,1.6,m3
4/6/2006,Equipment Failure,Water Pipeline,St. Albert,Fresh Water,9.5,m3
6/1/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
7/2/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
9/30/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,9.3,m3
5/1/2007,Equipment Failure,Crude Oil Group Battery,St. Albert,Crude Oil,0.1,m3
7/7/2011,Equipment Failure,Oil Well,St. Albert,Crude Oil,3.4,m3
1/25/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.9,m3
5/25/2011,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,9,m3
10/18/2005,Operator Error,Multiphase Pipeline,St. Albert,Crude Oil,3,m3
6/9/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Fresh Water,0.1,m3
6/1/2007,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.2,m3
4/6/2009,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,50,m3
5/6/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Waste,0,m3
12/4/2007,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,2,m3
12/6/2011,Operator Error,Oil/Bitumen Satellite,St. Albert,Crude Oil,6,m3
2/18/2007,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,16,m3
3/20/2007,Equipment Failure,Service Well,St. Albert,Drilling Mud  (Water Based),25,m3
10/27/2004,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,15,m3
1/19/2004,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,3,m3
3/29/2004,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,3,m3
4/30/2009,Equipment Failure,Oil Well,St. Albert,Crude Oil,1,m3
7/25/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.2,m3
3/23/2011,Equipment Failure,Drilling Well,St. Albert,Condensate,0.3,m3
7/21/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.8,m3
3/26/2012,Operator Error,Oil Well,St. Albert,Crude Oil,3,m3
4/5/2012,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.2,m3
7/26/2012,Equipment Failure,Oil Well,St. Albert,Salt/Produced Water,1.5,m3
10/10/2006,Equipment Failure,Oil/Bitumen Satellite,St. Albert,Crude Oil,2.5,m3
9/30/2008,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,20,m3
8/13/2012,Operator Error,Water Pipeline,St. Albert,Salt/Produced Water,0.1,m3
10/12/2012,Equipment Failure,Service Well,St. Albert,Gas Production (Raw),0.1,103m3
11/29/2003,Equipment Failure,Unknown,ST. ALBERT,Crude Oil,9.7,m3
7/13/2006,Operator Error,Natural Gas Pipeline,St. Albert,Gas Production (Marketable),370,103m3
2/14/2011,Equipment Failure,Drilling Well,St. Albert,Waste,0,m3
1/29/2005,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,250,m3
6/9/2011,Equipment Failure,Oil Well,St. Albert,Gas Production (Raw),0.1,103m3
12/22/2003,Equipment Failure,Service Well,ST. ALBERT,Process Water,5,m3
1/14/2004,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.5,m3
7/4/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,3,m3
7/4/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,7,m3
8/22/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,1.4,m3
5/8/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,9,m3
3/12/2006,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,40,m3
1/5/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
3/8/2004,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,3,m3
7/23/2012,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,30,m3
9/29/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.2,m3
6/9/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.5,m3
6/7/2007,Equipment Failure,Oil/Bitumen Satellite,St. Albert,Crude Oil,1,m3
2/25/2008,Equipment Failure,Oil/Bitumen Satellite,St. Albert,Salt/Produced Water,8.5,m3
3/27/2008,Equipment Failure,Oil/Bitumen Satellite,St. Albert,Salt/Produced Water,1.1,m3
12/4/2008,Operator Error,Oil/Bitumen Satellite,St. Albert,Crude Oil,0.5,m3
6/20/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Salt/Produced Water,0.1,m3
7/5/2007,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
6/27/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
6/1/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,0.2,m3
4/7/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Fresh Water,1,m3
10/24/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,15,m3
10/7/2008,Equipment Failure,Oil Well,St. Albert,Salt/Produced Water,1,m3
9/17/2007,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Process Water,60,m3
11/13/2010,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,117,m3
10/30/2006,Equipment Failure,Crude Oil Pipeline,Grande Prairie,Hydrotest Fluids (Methanol),0.1,m3
3/14/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,1,m3
1/28/2010,Equipment Failure,Oil Well,Grande Prairie,Gas Production (Raw),0.1,103m3
10/29/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Fresh Water,2,m3
9/10/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,2,m3
January 20 2011,Operator Error,Other Pipeline,Grande Prairie,,,
6/4/2004,Equipment Failure,Multiphase Pipeline,GRANDE PRAIRIE,Fresh Water,1.5,m3
12/8/2005,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.1,m3
12/17/2004,Equipment Failure,Oil Well,Grande Prairie,Process Water,4,m3
12/7/2004,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.1,m3
6/12/2006,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
4/26/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
6/21/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
12/16/2010,Equipment Failure,Oil Well,Grande Prairie,Gas Production (Raw),1,103m3
12/15/2005,Equipment Failure,Oil Well,Grande Prairie,Salt/Produced Water,50,m3
6/12/2008,Equipment Failure,Oil Well,Grande Prairie,Produced Sand,7,m3
3/19/2010,Equipment Failure,Multiphase Pipeline,Grande Prairie,Salt/Produced Water,0.1,m3
3/4/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
11/16/2006,Operator Error,Oil Well,Grande Prairie,Salt/Produced Water,2,m3
12/9/2010,Equipment Failure,Oil Well,Grande Prairie,Crude Oil,1.1,m3
2/24/2011,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,4,m3
5/20/2012,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Gas Production (Raw),10,103m3
6/4/2012,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Salt/Produced Water,16,m3
8/16/2012,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Salt/Produced Water,12,m3
12/8/2008,Equipment Failure,Multiphase Pipeline,Grande Prairie,Salt/Produced Water,0.3,m3
2/22/2005,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.2,m3
8/20/2009,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
2/8/2005,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Salt/Produced Water,35,m3
7/17/2006,Operator Error,Crude Oil Group Battery,Grande Prairie,Process Water,5,m3
3/5/2007,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,3,m3
9/10/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
4/7/2003,Equipment Failure,Multiphase Pipeline,GRANDE PRAIRIE,Crude Oil,1,m3
4/12/2003,Equipment Failure,Multiphase Pipeline,GRANDE PRAIRIE,Hydrotest Fluids (Methanol),0.1,m3
4/17/2003,Equipment Failure,Multiphase Pipeline,GRANDE PRAIRIE,Hydrotest Fluids (Methanol),0.1,m3
4/24/2003,Equipment Failure,Multiphase Pipeline,GRANDE PRAIRIE,Fresh Water,0.1,m3
8/10/2012,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,4,m3
9/4/2004,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.1,m3
7/22/2007,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,1,m3
7/17/2004,Operator Error,Gas Plant Sulphur Recover,GRANDE PRAIRIE,Crude Oil,3,m3
3/7/2005,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,0.5,m3
10/21/2011,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Crude Oil,15,m3
6/17/2012,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Salt/Produced Water,7.5,m3
1/12/2007,Equipment Failure,Service Well,Grande Prairie,Salt/Produced Water,1,m3
9/10/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Diesel Oil,0.1,m3
4/27/2005,Equipment Failure,Other Pipeline,Grande Prairie,Crude Oil,6,m3
1/25/2006,Equipment Failure,Other Pipeline,Grande Prairie,Crude Oil,5,m3
10/29/2004,Equipment Failure,Oil Well,Grande Prairie,Crude Oil,0.1,m3
3/21/2012,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.5,m3
11/14/2012,Equipment Failure,Crude Oil Group Battery,Grande Prairie,Salt/Produced Water,10,m3
8/25/2012,Equipment Failure,Water Pipeline,Grande Prairie,Salt/Produced Water,48,m3
7/4/2005,Equipment Failure,Oil Well,Grande Prairie,Salt/Produced Water,0.5,m3
2/21/2005,Operator Error,Service Well,Grande Prairie,Crude Oil,10,m3
5/31/2006,Equipment Failure,Unknown,Grande Prairie,Crude Oil,2.5,m3
6/22/2006,Operator Error,Oil Well,Grande Prairie,Salt/Produced Water,5,m3
12/13/2007,Equipment Failure,Multiphase Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
5/29/2008,Equipment Failure,Abandoned Well,Grande Prairie,Gas Production (Raw),0.3,103m3
6/12/2005,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),10,103m3
5/7/2003,Equipment Failure,Other Injection/Disposal,GRANDE PRAIRIE,Salt/Produced Water,2,m3
6/16/2004,Equipment Failure,Oil Well,GRANDE PRAIRIE,Gas Production (Raw),1,103m3
9/8/2012,Equipment Failure,Service Well,Grande Prairie,Salt/Produced Water,3,m3
7/8/2010,Equipment Failure,Gas Plnt Acid Gas Flr/Inj,Grande Prairie,Salt/Produced Water,5,m3
8/21/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,1,m3
4/4/2011,Equipment Failure,Oil Well,Bonnyville,Salt/Produced Water,0.1,m3
2/6/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Condensate,1.5,m3
9/14/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,0.1,m3
1/20/2011,Equipment Failure,Multiphase Pipeline,Grande Prairie,Crude Oil,1.2,m3
2/15/2007,Equipment Failure,Compressor Station,Grande Prairie,Gas Production (Raw),4,103m3
5/15/2007,Equipment Failure,Oil Well,Grande Prairie,Fuel Gas,0.1,103m3
5/30/2007,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),0.5,103m3
11/30/2004,Equipment Failure,Crude Oil Pipeline,Grande Prairie,Condensate,2,m3
5/29/2007,Operator Error,Gas Plant Sweet,Grande Prairie,Condensate,0.1,m3
9/21/2010,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),0.3,103m3
6/8/2005,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),10,103m3
11/25/2009,Equipment Failure,Sour Gas Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
4/29/2006,Equipment Failure,Sour Gas Pipeline,Grande Prairie,Gas Production (Raw),1,103m3
12/6/2006,Equipment Failure,Sour Gas Pipeline,Grande Prairie,Gas Production (Raw),1,103m3
12/5/2010,Equipment Failure,Sour Gas Pipeline,Grande Prairie,Condensate,0.4,m3
11/26/2004,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
12/9/2004,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Hydrotest Fluids (Methanol),0.1,m3
5/2/2005,Operator Error,Natural Gas Pipeline,Grande Prairie,Condensate,0.1,m3
7/3/2008,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Marketable),1,103m3
4/24/2012,Operator Error,Suspended Well,Grande Prairie,Drilling Mud (HC Based),0.1,m3
11/5/2009,Equipment Failure,Suspended Well,Grande Prairie,Gas Production (Raw),30,103m3
9/11/2005,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Gas Production (Raw),0.1,103m3
4/19/2005,Equipment Failure,Natural Gas Pipeline,Grande Prairie,Salt/Produced Water,1,m3
1/29/2003,Operator Error,Suspended Well,Grande Prairie,Fresh Water,2000,m3
November 10 2010,Operator Error,Natural Gas Pipeline,Grande Prairie,,,
1/24/2008,Equipment Failure,Suspended Well,Grande Prairie,Fuel Gas,0.1,103m3
1/15/2013,Operator Error,Sfc Csg Only,Bonnyville,Waste,0,m3
11/26/2004,Operator Error,Water Pipeline,Bonnyville,Salt/Produced Water,6,m3
5/28/2011,Operator Error,Other Pipeline,Bonnyville,Waste,0,m3
5/24/2011,Operator Error,Multiphase Pipeline,Bonnyville,Waste,0,m3
1/29/2009,Operator Error,Service Well,Bonnyville,Salt/Produced Water,10,m3
1/24/2012,Equipment Failure,Oil Well,Bonnyville,Drilling Mud  (Water Based),13.8,m3
1/4/2011,Equipment Failure,Abandoned Well,Bonnyville,Fresh Water,3,m3
3/24/2004,Equipment Failure,Compressor Station,ST. ALBERT,Gas Production (Marketable),1,103m3
7/6/2006,Equipment Failure,Oil Well,Bonnyville,Salt/Produced Water,25,m3
9/4/2012,Equipment Failure,Service Well,Bonnyville,Waste,0,m3
February 18 2010,Operator Error,Water Pipeline,Bonnyville,,,
9/29/2005,Operator Error,Oil Well,Bonnyville,Crude Bitumen,3,m3
3/11/2007,Equipment Failure,Gas Proration Effluent Ba,Bonnyville,Salt/Produced Water,25,m3
1/11/2008,Operator Error,Suspended Well,Bonnyville,Salt/Produced Water,3.5,m3
6/20/2010,Operator Error,Suspended Well,Bonnyville,Gas Production (Raw),0.1,103m3
1/30/2006,Operator Error,Gas Well,Bonnyville,Lubricants,3,m3
12/23/2007,Operator Error,Suspended Well,Bonnyville,Crude Bitumen,3,m3
7/4/2008,Operator Error,Multiphase Pipeline,Bonnyville,Fresh Water,0.1,m3
12/22/2004,Equipment Failure,Gas Well,Bonnyville,Salt/Produced Water,0.1,m3
5/28/2009,Equipment Failure,Water Pipeline,Bonnyville,Salt/Produced Water,38,m3
3/16/2009,Equipment Failure,Water Pipeline,Bonnyville,Salt/Produced Water,200,m3
5/20/2012,Operator Error,Oil Well,Bonnyville,Crude Bitumen,11,m3
10/19/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
2/18/2007,Operator Error,Suspended Well,Bonnyville,Crude Bitumen,4,m3
7/7/2009,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,0.5,m3
2/21/2011,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,3,m3
9/4/2004,Equipment Failure,Oil Well,BONNYVILLE,Crude Bitumen,3,m3
5/27/2005,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,2.6,m3
8/25/2005,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,0.2,m3
6/14/2007,Equipment Failure,Gas Well,Bonnyville,Diesel Oil,0.1,m3
11/9/2012,Equipment Failure,Natural Gas Pipeline,Bonnyville,Hydrotest Fluids (Methanol),0.8,m3
6/26/2002,Equipment Failure,Suspended Well,Bonnyville,Crude Oil,1.5,m3
10/18/2003,Equipment Failure,Oil Well,BONNYVILLE,Crude Bitumen,0.5,m3
1/20/2012,Equipment Failure,Oil/Bitumen Satellite,Bonnyville,Salt/Produced Water,3.5,m3
9/12/2012,Operator Error,Oil/Bitumen Satellite,Bonnyville,Salt/Produced Water,4,m3
December 17 2011,Operator Error,,Bonnyville,Process Water,2,m3
January 11 2012,Equipment Failure,,Bonnyville,Process Water,4,m3
7/2/2005,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,10,m3
10/12/2005,Equipment Failure,Oil Well,Bonnyville,Crude Bitumen,1.5,m3
12/14/2009,Operator Error,Oil Well,Bonnyville,Crude Bitumen,30,m3
11/12/2003,Equipment Failure,Crude Oil Group Battery,BONNYVILLE,Salt/Produced Water,20,m3
11/28/2003,Operator Error,Crude Oil Group Battery,BONNYVILLE,Salt/Produced Water,10,m3
4/13/2004,Equipment Failure,Crude Oil Group Battery,BONNYVILLE,Salt/Produced Water,10,m3
8/10/2004,Operator Error,Crude Oil Group Battery,BONNYVILLE,Crude Oil,0.2,m3
10/14/2004,Equipment Failure,Crude Oil Group Battery,Bonnyville,Salt/Produced Water,3.5,m3
12/11/2004,Operator Error,Crude Oil Group Battery,Bonnyville,Process Water,4,m3
1/26/2005,Operator Error,Crude Oil Group Battery,Bonnyville,Crude Bitumen,2,m3
4/29/2005,Operator Error,Water Pipeline,Bonnyville,Salt/Produced Water,1,m3
5/11/2005,Equipment Failure,Crude Oil Group Battery,Bonnyville,Fresh Water,5,m3
6/13/2005,Operator Error,Crude Oil Group Battery,Bonnyville,Fresh Water,3,m3
10/27/2005,Equipment Failure,Crude Oil Group Battery,Bonnyville,Salt/Produced Water,3,m3
12/6/2005,Equipment Failure,Crude Oil Group Battery,Bonnyville,Salt/Produced Water,2,m3
1/15/2006,Operator Error,Crude Oil Group Battery,Bonnyville,Gas Production (Raw),10,103m3
2/28/2006,Equipment Failure,Crude Oil Group Battery,Bonnyville,Process Water,803,m3
3/1/2006,Equipment Failure,Crude Oil Group Battery,Bonnyville,Crude Oil,5,m3
4/26/2006,Equipment Failure,Crude Oil Group Battery,Bonnyville,Process Water,20,m3
7/31/2006,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,5,m3
9/18/2006,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,3,m3
9/21/2006,Equipment Failure,Other Injection/Disposal,Bonnyville,Salt/Produced Water,15,m3
11/26/2006,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,16,m3
12/4/2006,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,5,m3
2/1/2007,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,4,m3
5/18/2007,Operator Error,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,30,m3
6/7/2007,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,6,m3
6/7/2007,Operator Error,Crude Bitumen Group Batte,Bonnyville,Gas Production (Raw),0.1,103m3
6/25/2007,Operator Error,Crude Bitumen Group Batte,Bonnyville,Chemicals,2,m3
8/29/2007,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,20,m3
12/10/2007,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,5,m3
2/1/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,4.6,m3
2/24/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,55,m3
3/5/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,10,m3
3/9/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,15,m3
3/13/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,10,m3
4/15/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,80,m3
5/5/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
5/6/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,8,m3
5/18/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,5,m3
7/5/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,40,m3
8/8/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Boiler Blowdown Water,8,m3
8/29/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,50,m3
10/3/2008,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
4/16/2009,Equipment Failure,Oil Well,Bonnyville,Salt/Produced Water,12,m3
4/24/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,80,m3
4/25/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Glycol,5,m3
4/25/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,0.1,m3
6/4/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,5,m3
6/10/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,5,m3
9/27/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,30,m3
10/8/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
10/31/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,3,m3
11/12/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,40,m3
11/23/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Crude Bitumen,36,m3
12/3/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,16,m3
12/5/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Oily Sludge,8,m3
12/11/2009,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
12/15/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
12/31/2009,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,2,m3
2/14/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Boiler Blowdown Water,34,m3
4/3/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Glycol,20,m3
4/3/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,2,m3
4/15/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Oily Sludge,5,m3
4/26/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,10,m3
5/3/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Process Water,10,m3
5/5/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,2.5,m3
5/6/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
5/22/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,2,m3
6/1/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,6,m3
6/8/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
7/1/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,36,m3
7/10/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,3,m3
7/31/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,30,m3
8/23/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,15,m3
8/31/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Process Water,0.5,m3
9/23/2010,Operator Error,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,6,m3
9/26/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
10/12/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
10/19/2010,Operator Error,Suspended Well,Bonnyville,Salt/Produced Water,10.5,m3
10/27/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,5,m3
12/18/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,8,m3
12/20/2010,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Process Water,6,m3
1/11/2011,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Waste,0,m3
1/16/2011,Equipment Failure,Crude Bitumen Group Batte,Bonnyville,Salt/Produced Water,15,m3
